replicate,stat
1,227.34927708852229
2,-797.4012514888491
3,-402.8004342597924
4,193.0302158191389
5,-646.0372084276041
6,330.18108405377643
7,-218.05765625089043
8,142.48625128938693
9,-630.1257472744783
10,-29.331314006303728
11,-206.23234038673036
12,51.46836229348446
13,64.93497501011552
14,-114.99219244205597
15,-474.67555892426753
16,-455.87473143710304
17,-745.0963122111352
18,-286.6216924734017
19,212.58900331108816
20,387.791743365
21,-69.91921742054183
22,-4.746054903660479
23,164.5069840600445
24,348.63427574926754
25,3.027309355962643
26,-736.3598258401671
27,172.2917462144742
28,-697.2365519088635
29,-52.48043836303441
30,-186.60516552592708
31,3.7966672555594414
32,594.9484815154628
33,262.47758888933095
34,38.178416946389916
35,632.903471228863
36,-76.17096272318486
37,309.5337976075825
38,-226.84543314849725
39,1262.2211362561338
40,203.03186851388455
41,-449.21836086874646
42,-187.26624342483774
43,144.064859720409
44,333.88539986664364
45,-388.9975836463
46,-442.07757977101755
47,607.617241595477
48,-461.2431398920635
49,-397.2040679086567
50,-38.74597511839602
51,-285.33373036000376
52,-678.697876002303
53,530.1742453168899
54,474.36445338546037
55,-383.1903562412026
56,153.77016715012724
57,94.18197308956951
58,-4.210353847644001
59,-459.46506830188446
60,-71.81696690621175
61,314.6913450085758
62,-72.44385112069904
63,105.78503000495948
64,-53.261194157439604
65,-450.63169982504223
66,-691.8909392435216
67,209.07845170996916
68,-376.9215140963479
69,177.660154669431
70,836.977078833539
71,-304.40810732257887
72,-402.9144132078818
73,23.839865276884666
74,-426.8100996745907
75,-94.52157336539858
76,382.5088191211089
77,-95.4106091604881
78,-332.0878948658192
79,363.0298168928184
80,-100.03245550546853
81,469.4291649332372
82,-934.4267428805906
83,-164.1513127525359
84,-426.43966809330414
85,496.72142405297745
86,-775.1525608220145
87,202.01175692849574
88,-81.40259644043726
89,701.2737432396243
90,-419.6066301554092
91,-209.41805198579823
92,186.55051262031884
93,-196.57832348365264
94,214.6976138507216
95,-497.10661590804193
96,-58.00841734531605
97,-278.734349265691
98,-171.47446016720642
99,-81.590661704784
100,-249.02573644647782
101,-306.02090943802614
102,-299.4671199229506
103,458.09395854585637
104,170.10904935858343
105,-92.92016914475789
106,-363.65436453887014
107,-795.8511377948489
108,-57.97422366089086
109,46.08285699631233
110,-459.9266830416436
111,-294.82817673575664
112,-135.61098415122615
113,30.593117951115346
114,-130.9321483322019
115,-231.94029212804526
116,585.8814561950403
117,167.2196830245466
118,-457.2481777615685
119,85.02376461067615
120,108.38375002137036
121,367.7713411332934
122,-428.37161126339925
123,-307.01252628639486
124,20.853616836970104
125,-581.1660901231535
126,540.9224601216138
127,-803.3965441582932
128,-291.7963367166085
129,-372.63590564822516
130,-427.38569336243563
131,62.57561078468825
132,739.1831413737891
133,111.44408477754041
134,334.3242188167842
135,-1227.6603826273295
136,535.4115779815456
137,235.9489887217842
138,302.6722649326657
139,-78.06871220885478
140,-111.67540505268698
141,-64.19177527910688
142,-310.722541046669
143,-137.03002205492703
144,715.5040149084471
145,217.27353807751751
146,-290.0638567056667
147,317.985336608328
148,-29.832821377891378
149,56.375156008685735
150,-155.28375059126665
151,626.4636606618751
152,107.43202580483376
153,211.55749383089096
154,-330.36111380228067
155,234.4615634492311
156,139.94452074701803
157,28.39332425300927
158,56.69999601073687
159,290.90963748995455
160,707.2918316986852
161,100.50780470846985
162,-15.243516022590484
163,179.66048520838194
164,-260.788363889189
165,-57.89443839722844
166,240.3713719076095
167,161.00213140632877
168,-216.41066045101616
169,210.66275908839816
170,405.26471610693443
171,-156.27536743963356
172,322.85793663910226
173,-734.519065828541
174,-472.6695294379115
175,-123.0391061770897
176,-67.61684266916018
177,-226.15586051256287
178,450.6055416564559
179,287.48457009990307
180,247.76860563853916
181,-470.9028557425445
182,-366.7203982424453
183,429.37126362760864
184,88.43743410592106
185,-419.2646933111464
186,67.85283608117606
187,-417.5949017216517
188,197.84012742846244
189,296.4547133144515
190,364.00433689897545
191,-514.8588370727921
192,-61.0003647326339
193,97.06564047620486
194,-426.67902388428774
195,-402.52118583697666
196,-334.8917769887903
197,158.06717349305472
198,-33.77649298174583
199,-35.28101509651242
200,552.2861612460183
201,587.836195154754
202,-141.52079260960636
203,863.5740663699416
204,582.6216582797151
205,647.6637450062972
206,-222.83907312319388
207,-167.28003487755814
208,727.0557812971947
209,-126.29320514500978
210,-315.8174000262152
211,-629.4361746385439
212,122.84767853377525
213,400.0045876526601
214,-224.5259615549021
215,-414.9448911785985
216,216.87461175920907
217,-146.48457579885144
218,126.90532908571913
219,-512.4025907414907
220,603.3487299895714
221,394.8185455146431
222,-33.81638561357795
223,-289.0494440676812
224,69.8474676727219
225,-159.36989588023062
226,-965.7310609730393
227,316.1787702811307
228,386.0364675644414
229,205.79585800502718
230,-80.78711012076019
231,-208.49482250628353
232,460.35074171800443
233,155.2120008434449
234,701.4618085039692
235,168.8894746140395
236,-81.32851012418178
237,-121.91071459101477
238,262.7910309965755
239,-12.513720215876674
240,216.40729807204661
241,167.48753355255212
242,230.8997213214716
243,-140.2955189176555
244,651.6302123997702
245,188.99536105681182
246,969.3921217751085
247,355.34763579166975
248,591.061799385654
249,-130.32236095992994
250,916.3919109140552
251,264.8426520621633
252,7.352810435912033
253,241.58524770474833
254,-688.5627539593443
255,18.779199981763668
256,-451.4238535142558
257,488.3496703158926
258,192.0158031811534
259,96.75219836896213
260,-467.13585150822655
261,-222.0583173287905
262,-61.57025947307375
263,-77.53301115284012
264,-61.72983000039858
265,135.88687019507415
266,-219.63626468191433
267,-258.2181386097982
268,-138.83088943472103
269,-634.2175915108492
270,-182.4335360258956
271,-51.18107835482806
272,-146.96328738082047
273,-48.36009938964344
274,-317.6296653008194
275,426.21404676556267
276,100.46221312923444
277,142.98775866097458
278,-281.84027560109644
279,-234.65869003994885
280,-221.52261627277403
281,108.94224686700363
282,-499.07275276256405
283,-139.57745154469922
284,-179.57266442887885
285,-59.011432088493166
286,-401.1876321443415
287,184.5045905021343
288,-130.40214622359235
289,-30.02088664223629
290,448.901556382536
291,-323.0037727031813
292,194.17000530002042
293,78.89169720352584
294,-39.29877301662418
295,-724.756768924779
296,-165.66153381470394
297,71.86489505388454
298,130.3360954231739
299,563.4048076320305
300,242.61105823754406
301,188.39697157935007
302,-226.4863994620191
303,-746.0651332698853
304,294.7222333035079
305,114.58990374477798
306,202.74692114366553
307,150.57305765625097
308,553.3404665158341
309,-221.1407867966791
310,-328.2809979996691
311,635.8327301947338
312,-741.6142553470381
313,663.0509029982168
314,-233.4220184531914
315,238.45652557972426
316,37.750995891057755
317,320.28771135971147
318,-1160.7205464150775
319,-52.064415202510645
320,596.9887046862441
321,177.3581104570003
322,621.8703090539184
323,98.67274364424884
324,678.3468778316637
325,-179.67524548215988
326,154.79597768292115
327,254.85809620962937
328,396.11790552284947
329,523.0106684295406
330,-187.27194237224467
331,-346.46064021975144
332,508.9969567620865
333,102.21178998239156
334,502.9731693556205
335,-106.6432344945897
336,172.88443674453265
337,473.8116554872304
338,-263.93418285642656
339,35.30614745456478
340,581.3621909033409
341,512.6727778379318
342,469.7654028300967
343,116.33948059793329
344,-328.0473411560888
345,-21.757412905835736
346,295.10406277960465
347,-371.37073932444764
348,403.3099771472207
349,-6.655202284138795
350,-256.6452291261794
351,426.08297097526156
352,71.99027189678054
353,451.30081323979357
354,47.598777005887314
355,824.8896113887749
356,-200.97791087985934
357,-649.6332442397888
358,276.98710898097124
359,86.57957725208144
360,118.81282377144998
361,-43.12846567238921
362,120.6364869408626
363,-431.5801186520839
364,147.3873460571831
365,401.02469923805074
366,418.8282109294414
367,-440.892198710897
368,-99.01234392007791
369,112.90301531307159
370,-310.96759578505953
371,242.1380456029783
372,452.4178069310601
373,-40.94006986909517
374,-321.53914322024684
375,171.18045147061275
376,106.40051632463474
377,-126.14503251249516
378,-399.5748300288942
379,4.964951473462861
380,353.4327894637845
381,-807.7562389226714
382,-197.87198454445388
383,222.4196875837024
384,-80.14882801146632
385,-374.20881513184395
386,-395.4943836873317
387,31.67591795795306
388,-133.64484729670403
389,-32.19218560331865
390,143.8767944560641
391,196.72313373719953
392,188.33428315790115
393,-546.2543383237116
394,201.6470242946125
395,-669.357301206468
396,-11.106080206986007
397,345.5796399405026
398,-363.81393506619315
399,549.3910959645764
400,275.32871528628675
401,-133.94119256173326
402,-840.6733591305692
403,722.7017854802216
404,559.8885570835064
405,-380.5403456981494
406,445.6246616249973
407,-56.90852049626301
408,149.62133343971254
409,491.7177482319021
410,-21.84289711690144
411,1205.3171464230545
412,46.6242569997321
413,282.5777763847018
414,119.28583640601573
415,-34.84219614637186
416,-41.521362504345234
417,446.95251637022557
418,626.047637501355
419,-78.46763852716504
420,-296.0477514803006
421,150.24821765419983
422,-509.45623493340645
423,-426.1433228282731
424,-594.9860375788594
425,-268.20269446233215
426,224.04388759395988
427,862.6679337326404
428,123.66832696001075
429,402.81416872303635
430,379.2376233109735
431,-509.37075072234256
432,129.2703922585497
433,781.7998700639982
434,417.9562719765672
435,-183.20859287289568
436,-559.6867573559157
437,-50.01849308432611
438,-11.727265474066371
439,-142.32434419362835
440,-306.1690820705426
441,437.8000068387373
442,-95.36501758125269
443,131.9716933282416
444,-198.39058875825503
445,-487.3785126887069
446,209.81361592513713
447,229.63455499769225
448,936.6231741997253
449,66.87831607502267
450,33.27732217859375
451,84.80720460930934
452,292.3628690780806
453,-654.7508990089536
454,-304.824130483099
455,54.152566520962864
456,103.03243840862706
457,144.29851656399114
458,-176.59211493637122
459,457.4043859099238
460,-341.9755686124772
461,14.009181004268612
462,111.70623635814445
463,865.8821400687284
464,425.3933983393272
465,-103.29795236819882
466,-473.786523129178
467,467.47442597352347
468,65.73282764673422
469,-120.16113773785946
470,-244.01636167799734
471,-113.77831664491532
472,265.6746983832072
473,468.5629249277663
474,-682.208427603422
475,682.8319494389398
476,-396.0471815855617
477,-454.5639735340883
478,-328.36648221073483
479,-307.3316673410427
480,-56.20754996552023
481,41.671871705295416
482,-10.142958095639187
483,-833.0880601352947
484,93.44110992699643
485,-561.0260099959542
486,-46.88977095930386
487,-227.86554473388787
488,0.41719144473972847
489,358.88668212981065
490,153.75876925531884
491,-302.0088504653195
492,864.451704270221
493,302.80334072296864
494,819.4357187227506
495,-428.1892449464576
496,233.20779502026016
497,-522.8430623863769
498,539.1899801106738
499,-7.920368607918135
500,-256.92447754899695
501,284.70918271395385
502,-113.5275629591215
503,-67.07544266574041
504,93.70896045500376
505,496.0261524696398
506,208.05264117717525
507,507.96544728188564
508,-639.5803010184027
509,164.12515458394773
510,236.69555083176056
511,-193.19314872542964
512,457.13083643450955
513,80.95471616392388
514,47.957810692365456
515,358.84678949798035
516,389.5071265337283
517,307.4764775945896
518,224.0609844361752
519,-139.2868052270751
520,121.611006947016
521,-305.8841347003199
522,120.81315431039911
523,-381.3438972821732
524,352.5836463005271
525,504.1129588365038
526,-43.66986567580898
527,-506.59536333639153
528,576.757441400574
529,-173.7939317608052
530,-389.1286594366029
531,402.00491819160925
532,50.96685492189499
533,-703.4484045796744
534,39.39229274353056
535,-309.71382735608677
536,-548.7447783394418
537,-138.10142416695635
538,702.7098779855369
539,201.8635842959793
540,-506.08815701739877
541,-368.80621299246013
542,-539.3073214377291
543,296.4148206826194
544,-807.4143020784068
545,380.5825748984171
546,705.9126864268164
547,98.22822574670317
548,-574.2760627112166
549,-259.0615828256523
550,181.8032894324424
551,-877.9501741028434
552,-72.61481954283045
553,-160.65785799362857
554,109.5121416074453
555,35.10668429541147
556,-587.4919217420538
557,-230.94867527967654
558,160.04470824238706
559,-251.17423961794157
560,148.45874816921423
561,-113.07734611417254
562,721.9894170546704
563,116.17991007061028
564,157.32631033048165
565,674.8990146519955
566,213.7743843712069
567,-211.91988989633683
568,706.1463432703986
569,-422.6099754375373
570,96.01133520638723
571,12.259604151113308
572,525.9000347635792
573,87.25205304580231
574,-490.8377737631872
575,-249.36197434333735
576,-86.064335417248
577,693.1584421357384
578,246.97645194932375
579,395.18327814852455
580,181.9856557493822
581,307.4650796997794
582,-653.2520758415922
583,-811.8366852642321
584,-934.2215807740304
585,-180.6725612779319
586,-975.7441115625952
587,-166.2542243447624
588,-691.2640550290362
589,232.42703922585497
590,228.67713183374872
591,-11.618985473383873
592,93.09347413532669
593,726.9247055068918
594,340.2283283277575
595,432.80772891247034
596,80.88632879507168
597,46.83511805369562
598,-522.9342455448477
599,162.55794404773405
600,-484.0446284571244
601,191.86763054863695
602,121.71358800029702
603,-166.39099908247044
604,-172.2096243823762
605,-699.6757013979532
606,-11.550598104529854
607,231.07068974360482
608,352.4069789309924
609,-144.40445999623807
610,-137.16679679263143
611,-208.63729619139303
612,-66.84178582216009
613,-578.5787680015492
614,-376.1863498811763
615,-139.92508733636896
616,59.538071818134995
617,-225.677148930592
618,419.35821303805096
619,-80.78141117335508
620,-192.41809187842955
621,-30.898524542515588
622,-37.355431951718856
623,-24.054088709814096
624,60.82033498412784
625,-68.7737289922552
626,430.20900889605764
627,-113.26541137851746
628,404.43266978589054
629,644.1189997207512
630,-28.53346136968503
631,278.240877409944
632,-308.84188840321076
633,-264.0823554889412
634,-252.70155752232495
635,-304.32262311151135
636,156.8305019062991
637,362.4257284679534
638,-219.14045625772997
639,468.03292281915674
640,-227.1417784135283
641,-280.3699471707587
642,-549.0297257096609
643,-147.89221580774029
644,-52.189792045410286
645,16.5053199674021
646,-675.1930233485873
647,406.98579822306783
648,-408.8698132454938
649,536.2607211448048
650,143.2955018208122
651,192.3748368676297
652,-444.4198471542295
653,87.9986151557805
654,-347.1103202238537
655,371.91447589630116
656,-85.60272067749065
657,58.307099178780845
658,108.78837528708391
659,385.72302545719685
660,768.9259478774275
661,-143.7148873603055
662,44.772099093297584
663,186.44223261963634
664,-282.2505998142151
665,-127.82622199679645
666,535.4856642978029
667,725.4885707609792
668,-297.26732622484633
669,-636.5142673148257
670,296.209658576061
671,584.2401593425693
672,600.8981826056715
673,375.21986539086356
674,-567.1637763505078
675,303.1338796724249
676,-316.41578950367875
677,38.89078537194291
678,270.99751525893225
679,-301.4845473041114
680,-190.50324555054613
681,-329.28401274284624
682,-22.86870764969717
683,367.30402744613093
684,105.36900684443572
685,528.2138074097711
686,244.00160140422122
687,185.63298208820743
688,37.99035168204318
689,183.5072747063623
690,-49.670857292658184
691,-168.29444751554365
692,-646.7723726427721
693,194.06172529933792
694,-698.057200335099
695,-204.18641826854582
696,154.06651241515647
697,460.3621396128128
698,412.28012036176915
699,11.706806252885144
700,972.7715975859264
701,504.33521778527574
702,-861.8563466327778
703,29.504618996872523
704,1208.816300129367
705,-269.12592394184867
706,107.18697106644322
707,210.36071487596382
708,253.25669198898868
709,-478.8870810561293
710,-409.62777325028037
711,-42.9404004080443
712,-375.89000461614705
713,-412.00993326532443
714,304.9917365262645
715,255.42799095007285
716,225.0981928637775
717,110.04214371605667
718,-947.5058271737216
719,-37.78855195445249
720,-17.032985507576086
721,119.63347219768366
722,-563.6817194864107
723,303.2136649360855
724,-380.85948675279724
725,-101.5369776202333
726,858.4222179163517
727,-313.89685475092665
728,-399.6375184503413
729,-282.87178508129546
730,-97.36534812020182
731,-614.9380524417138
732,812.8306386810364
733,-246.81454485356517
734,17.360162078064604
735,515.094830484808
736,-89.89402807301485
737,-190.178405548495
738,-554.4551236386633
739,-606.6973744949319
740,-214.19376991069657
741,-767.0999481395793
742,138.16075020943572
743,336.52971146229356
744,-75.98289745883812
745,400.7910423944704
746,-143.28176735756824
747,-388.3934952214313
748,-154.1268642681698
749,712.9166927868428
750,-310.39770104461604
751,-86.95337121233752
752,-469.91123889417577
753,-561.3793447350272
754,204.21155062659818
755,191.61687686284313
756,-266.32204181887755
757,271.07730052259285
758,-367.94567193439434
759,123.93617748801807
760,550.8614243949141
761,-62.510585794801955
762,-11.077585469964106
763,-113.04315242974735
764,437.23011209829565
765,-282.58113876367133
766,43.569621190967155
767,-411.67939431587
768,567.8727823970912
769,35.16937271685856
770,-26.755389779507823
771,203.59606430692293
772,403.3612676738612
773,-277.66864610106495
774,237.17426241373323
775,-156.28676533444195
776,26.12514318605463
